Gene,Sample,Sample_Type,Expression
CEBPB,GSM398132,Normal,3808.3
CEBPB,GSM398133,Cancer,2053.76
CEBPB,GSM398134,Normal,3277.44
CEBPB,GSM398135,Cancer,2360.43
CEBPB,GSM398136,Normal,3883.73
CEBPB,GSM398137,Cancer,1875.86
CEBPB,GSM398138,Normal,2320.1
CEBPB,GSM398139,Cancer,2927.58
CEBPB,GSM398140,Normal,4015.97
CEBPB,GSM398141,Cancer,813.353
CEBPB,GSM398142,Normal,2114.58
CEBPB,GSM398143,Cancer,2033.09
CEBPB,GSM398144,Normal,3321.31
CEBPB,GSM398145,Cancer,2569.83
CEBPB,GSM398146,Normal,3307.67
CEBPB,GSM398147,Cancer,2858.11
CEBPB,GSM398148,Normal,3853.81
CEBPB,GSM398149,Cancer,2724.69
CEBPB,GSM398150,Normal,4191.85
CEBPB,GSM398151,Cancer,1169.02
CEBPB,GSM398152,Normal,3827.71
CEBPB,GSM398153,Cancer,1198.66
CEBPB,GSM398154,Normal,588.286
CEBPB,GSM398155,Cancer,119.446
CEBPB,GSM398156,Normal,4467.03
CEBPB,GSM398157,Cancer,435.152
CEBPB,GSM398158,Normal,1387.14
CEBPB,GSM398159,Cancer,1192.76
CELF2,GSM398074,Normal,714.497
CELF2,GSM398075,Cancer,1456.84
CELF2,GSM398076,Normal,1119.98
CELF2,GSM398077,Cancer,434.924
CELF2,GSM398078,Normal,1051.92
CELF2,GSM398079,Cancer,453.997
CELF2,GSM398080,Normal,1300.59
CELF2,GSM398081,Cancer,1021.63
CELF2,GSM398082,Normal,1822.49
CELF2,GSM398083,Cancer,1137.87
CELF2,GSM398084,Normal,2562.11
CELF2,GSM398085,Cancer,917.211
CELF2,GSM398086,Normal,1173.23
CELF2,GSM398087,Cancer,477.749
CELF2,GSM398088,Normal,1145.18
CELF2,GSM398089,Cancer,1222.0
CELF2,GSM398090,Normal,1162.65
CELF2,GSM398091,Cancer,1107.9
CELF2,GSM398092,Normal,1334.19
CELF2,GSM398093,Cancer,636.052
CELF2,GSM398094,Normal,1352.58
CELF2,GSM398095,Cancer,617.327
CELF2,GSM398096,Normal,1167.05
CELF2,GSM398097,Cancer,809.14
CELF2,GSM398098,Normal,783.674
CELF2,GSM398099,Cancer,517.679
CELF2,GSM398100,Normal,653.895
CELF2,GSM398101,Cancer,729.051
CELF2,GSM398102,Normal,2068.15
CELF2,GSM398103,Cancer,595.805
CELF2,GSM398104,Normal,4212.27
CELF2,GSM398105,Cancer,802.537
CELF2,GSM398106,Normal,2760.07
CELF2,GSM398107,Cancer,627.77
CELF2,GSM398108,Normal,5708.27
CELF2,GSM398109,Cancer,1303.24
CELF2,GSM398110,Normal,4967.13
CELF2,GSM398111,Cancer,744.289
CELF2,GSM398112,Normal,2833.3
CELF2,GSM398113,Cancer,1465.9
CELF2,GSM398114,Normal,2768.65
CELF2,GSM398115,Cancer,1503.62
CELF2,GSM398116,Normal,3315.18
CELF2,GSM398117,Cancer,3203.71
CELF2,GSM398118,Normal,3144.25
CELF2,GSM398119,Cancer,2776.26
CELF2,GSM398120,Normal,1900.49
CELF2,GSM398121,Cancer,997.48
CELF2,GSM398122,Normal,955.034
CELF2,GSM398123,Cancer,588.214
CELF2,GSM398124,Normal,2200.37
CELF2,GSM398125,Cancer,1006.63
CELF2,GSM398126,Normal,3058.82
CELF2,GSM398127,Cancer,1103.1
CELF2,GSM398128,Normal,4082.28
CELF2,GSM398129,Cancer,1349.01
CELF2,GSM398130,Normal,3394.19
CELF2,GSM398131,Cancer,1765.58
CELF2,GSM398132,Normal,2386.17
CELF2,GSM398133,Cancer,1174.07
CELF2,GSM398134,Normal,2017.9
CELF2,GSM398135,Cancer,1954.65
CELF2,GSM398136,Normal,3761.57
CELF2,GSM398137,Cancer,1625.72
CELF2,GSM398138,Normal,2736.12
CELF2,GSM398139,Cancer,1329.74
CELF2,GSM398140,Normal,2658.13
CELF2,GSM398141,Cancer,956.535
CELF2,GSM398142,Normal,2639.2
CELF2,GSM398143,Cancer,2073.71
CELF2,GSM398144,Normal,3688.41
CELF2,GSM398145,Cancer,1819.14
CELF2,GSM398146,Normal,3657.91
CELF2,GSM398147,Cancer,2702.55
CELF2,GSM398148,Normal,2641.31
CELF2,GSM398149,Cancer,1653.02
CELF2,GSM398150,Normal,3499.63
CELF2,GSM398151,Cancer,1497.32
CELF2,GSM398152,Normal,3290.15
CELF2,GSM398153,Cancer,2330.18
CELF2,GSM398154,Normal,1030.64
CELF2,GSM398155,Cancer,1380.39
CELF2,GSM398156,Normal,3052.06
CELF2,GSM398157,Cancer,1877.05
CELF2,GSM398158,Normal,2392.99
CELF2,GSM398159,Cancer,1490.14
CFD,GSM398074,Normal,130.555
CFD,GSM398075,Cancer,200.888
CFD,GSM398076,Normal,227.837
CFD,GSM398077,Cancer,46.6163
CFD,GSM398078,Normal,2717.45
CFD,GSM398079,Cancer,78.1128
CFD,GSM398080,Normal,2046.4
CFD,GSM398081,Cancer,325.647
CFD,GSM398082,Normal,3802.78
CFD,GSM398083,Cancer,1153.0
CFD,GSM398084,Normal,3250.84
CFD,GSM398085,Cancer,189.99
CFD,GSM398086,Normal,56.9595
CFD,GSM398087,Cancer,50.7112
CFD,GSM398088,Normal,3248.06
CFD,GSM398089,Cancer,111.058
CFD,GSM398090,Normal,1701.48
CFD,GSM398091,Cancer,162.871
CFD,GSM398092,Normal,2250.58
CFD,GSM398093,Cancer,127.868
CFD,GSM398094,Normal,3225.25
CFD,GSM398095,Cancer,79.2914
CFD,GSM398096,Normal,1487.31
CFD,GSM398097,Cancer,160.49
CFD,GSM398098,Normal,107.859
CFD,GSM398099,Cancer,216.51
CFD,GSM398100,Normal,539.919
CFD,GSM398101,Cancer,90.2557
CFD,GSM398102,Normal,5148.91
CFD,GSM398103,Cancer,1105.95
CFD,GSM398104,Normal,7658.9
CFD,GSM398105,Cancer,29.9939
CFD,GSM398106,Normal,7768.03
CFD,GSM398107,Cancer,117.855
CFD,GSM398108,Normal,8096.14
CFD,GSM398109,Cancer,1334.38
CFD,GSM398110,Normal,10524.2
CFD,GSM398111,Cancer,66.7398
CFD,GSM398112,Normal,3688.47
CFD,GSM398113,Cancer,1281.28
CFD,GSM398114,Normal,3836.24
CFD,GSM398115,Cancer,2514.83
CFD,GSM398116,Normal,6571.46
CFD,GSM398117,Cancer,124.074
CFD,GSM398118,Normal,7889.01
CFD,GSM398119,Cancer,4698.68
CFD,GSM398120,Normal,4869.99
CFD,GSM398121,Cancer,483.362
CFD,GSM398122,Normal,4063.5
CFD,GSM398123,Cancer,111.445
CFD,GSM398124,Normal,4678.89
CFD,GSM398125,Cancer,348.496
CFD,GSM398126,Normal,9646.13
CFD,GSM398127,Cancer,148.459
CFD,GSM398128,Normal,5955.88
CFD,GSM398129,Cancer,178.45
CFD,GSM398130,Normal,5830.17
CFD,GSM398131,Cancer,1905.62
CFD,GSM398132,Normal,4488.15
CFD,GSM398133,Cancer,164.229
CFD,GSM398134,Normal,5552.61
CFD,GSM398135,Cancer,1555.83
CFD,GSM398136,Normal,7707.24
CFD,GSM398137,Cancer,333.09
CFD,GSM398138,Normal,4579.28
CFD,GSM398139,Cancer,488.446
CFD,GSM398140,Normal,7687.78
CFD,GSM398141,Cancer,191.462
CFD,GSM398142,Normal,7691.65
CFD,GSM398143,Cancer,1675.45
CFD,GSM398144,Normal,8638.13
CFD,GSM398145,Cancer,263.845
CFD,GSM398146,Normal,8381.85
CFD,GSM398147,Cancer,7558.24
CFD,GSM398148,Normal,4584.03
CFD,GSM398149,Cancer,176.119
CFD,GSM398150,Normal,6337.12
CFD,GSM398151,Cancer,339.928
CFD,GSM398152,Normal,7128.72
CFD,GSM398153,Cancer,3416.39
CFD,GSM398154,Normal,5224.25
CFD,GSM398155,Cancer,226.597
CFD,GSM398156,Normal,7435.41
CFD,GSM398157,Cancer,134.889
CFD,GSM398158,Normal,4034.39
CFD,GSM398159,Cancer,555.033
CGGBP1,GSM398074,Normal,5187.17
CGGBP1,GSM398075,Cancer,4553.34
CGGBP1,GSM398076,Normal,4696.3
CGGBP1,GSM398077,Cancer,2588.69
CGGBP1,GSM398078,Normal,2909.51
CGGBP1,GSM398079,Cancer,2430.86
CGGBP1,GSM398080,Normal,3970.25
CGGBP1,GSM398081,Cancer,1855.72
CGGBP1,GSM398082,Normal,3315.38
CGGBP1,GSM398083,Cancer,5247.89
CGGBP1,GSM398084,Normal,3375.37
CGGBP1,GSM398085,Cancer,3897.59
CGGBP1,GSM398086,Normal,3246.16
CGGBP1,GSM398087,Cancer,2748.41
CGGBP1,GSM398088,Normal,6268.95
CGGBP1,GSM398089,Cancer,4033.38
CGGBP1,GSM398090,Normal,4338.7
CGGBP1,GSM398091,Cancer,5607.58
CGGBP1,GSM398092,Normal,4163.25
CGGBP1,GSM398093,Cancer,3532.41
CGGBP1,GSM398094,Normal,4073.74
CGGBP1,GSM398095,Cancer,3844.42
CGGBP1,GSM398096,Normal,2942.11
CGGBP1,GSM398097,Cancer,4103.35
CGGBP1,GSM398098,Normal,3070.98
CGGBP1,GSM398099,Cancer,4560.11
CGGBP1,GSM398100,Normal,1226.76
CGGBP1,GSM398101,Cancer,4313.51
CGGBP1,GSM398102,Normal,3761.5
CGGBP1,GSM398103,Cancer,3016.1
CGGBP1,GSM398104,Normal,5599.37
CGGBP1,GSM398105,Cancer,2120.21
CGGBP1,GSM398106,Normal,5875.83
CGGBP1,GSM398107,Cancer,2725.08
CGGBP1,GSM398108,Normal,4178.62
CGGBP1,GSM398109,Cancer,2272.14
CGGBP1,GSM398110,Normal,5179.62
CGGBP1,GSM398111,Cancer,2763.86
CGGBP1,GSM398112,Normal,2976.48
CGGBP1,GSM398113,Cancer,1714.04
CGGBP1,GSM398114,Normal,3121.25
CGGBP1,GSM398115,Cancer,1900.58
CGGBP1,GSM398116,Normal,5046.46
CGGBP1,GSM398117,Cancer,5070.31
CGGBP1,GSM398118,Normal,4775.11
CGGBP1,GSM398119,Cancer,5900.1
CGGBP1,GSM398120,Normal,3272.88
CGGBP1,GSM398121,Cancer,5233.75
CGGBP1,GSM398122,Normal,3619.26
CGGBP1,GSM398123,Cancer,3412.06
CGGBP1,GSM398124,Normal,4991.17
CGGBP1,GSM398125,Cancer,2482.99
CGGBP1,GSM398126,Normal,4061.65
CGGBP1,GSM398127,Cancer,5279.46
CGGBP1,GSM398128,Normal,7118.61
CGGBP1,GSM398129,Cancer,6090.91
CGGBP1,GSM398130,Normal,7623.05
CGGBP1,GSM398131,Cancer,4183.17
CGGBP1,GSM398132,Normal,7391.26
CGGBP1,GSM398133,Cancer,8398.52
CGGBP1,GSM398134,Normal,6314.33
CGGBP1,GSM398135,Cancer,5823.16
CGGBP1,GSM398136,Normal,6536.96
CGGBP1,GSM398137,Cancer,3915.58
CGGBP1,GSM398138,Normal,5515.8
CGGBP1,GSM398139,Cancer,3686.89
CGGBP1,GSM398140,Normal,6286.55
CGGBP1,GSM398141,Cancer,6823.33
CGGBP1,GSM398142,Normal,5285.44
CGGBP1,GSM398143,Cancer,3051.71
CGGBP1,GSM398144,Normal,3384.47
CGGBP1,GSM398145,Cancer,4397.22
CGGBP1,GSM398146,Normal,4207.3
CGGBP1,GSM398147,Cancer,2810.36
CGGBP1,GSM398148,Normal,6912.1
CGGBP1,GSM398149,Cancer,3382.25
CGGBP1,GSM398150,Normal,5782.84
CGGBP1,GSM398151,Cancer,3485.96
CGGBP1,GSM398152,Normal,5112.19
CGGBP1,GSM398153,Cancer,5596.85
CGGBP1,GSM398154,Normal,8748.26
CGGBP1,GSM398155,Cancer,6204.2
CGGBP1,GSM398156,Normal,6986.79
CGGBP1,GSM398157,Cancer,2880.56
CGGBP1,GSM398158,Normal,7282.68
CGGBP1,GSM398159,Cancer,5826.2
CHRDL1,GSM398074,Normal,1278.85
CHRDL1,GSM398075,Cancer,1176.59
CHRDL1,GSM398076,Normal,1811.65
CHRDL1,GSM398077,Cancer,482.812
CHRDL1,GSM398078,Normal,2360.12
CHRDL1,GSM398079,Cancer,866.331
CHRDL1,GSM398080,Normal,2375.49
CHRDL1,GSM398081,Cancer,1461.19
CHRDL1,GSM398082,Normal,2506.27
CHRDL1,GSM398083,Cancer,1776.63
CHRDL1,GSM398084,Normal,2430.64
CHRDL1,GSM398085,Cancer,1040.55
CHRDL1,GSM398086,Normal,1063.34
CHRDL1,GSM398087,Cancer,445.027
CHRDL1,GSM398088,Normal,1405.76
CHRDL1,GSM398089,Cancer,594.308
CHRDL1,GSM398090,Normal,1066.42
CHRDL1,GSM398091,Cancer,1018.52
CHRDL1,GSM398092,Normal,2492.56
CHRDL1,GSM398093,Cancer,797.935
CHRDL1,GSM398094,Normal,1817.9
CHRDL1,GSM398095,Cancer,892.069
CHRDL1,GSM398096,Normal,2780.19
CHRDL1,GSM398097,Cancer,719.901
CHRDL1,GSM398098,Normal,668.732
CHRDL1,GSM398099,Cancer,822.807
CHRDL1,GSM398100,Normal,2067.22
CHRDL1,GSM398101,Cancer,946.734
CHRDL1,GSM398102,Normal,3219.36
CHRDL1,GSM398103,Cancer,1125.28
CHRDL1,GSM398104,Normal,5147.04
CHRDL1,GSM398105,Cancer,753.663
CHRDL1,GSM398106,Normal,3799.27
CHRDL1,GSM398107,Cancer,1157.6
CHRDL1,GSM398108,Normal,5011.68
CHRDL1,GSM398109,Cancer,2836.08
CHRDL1,GSM398110,Normal,5088.64
CHRDL1,GSM398111,Cancer,1201.51
CHRDL1,GSM398112,Normal,2979.33
CHRDL1,GSM398113,Cancer,1491.48
CHRDL1,GSM398114,Normal,2848.36
CHRDL1,GSM398115,Cancer,2203.21
CHRDL1,GSM398116,Normal,4771.74
CHRDL1,GSM398117,Cancer,1719.0
CHRDL1,GSM398118,Normal,3621.3
CHRDL1,GSM398119,Cancer,3901.02
CHRDL1,GSM398120,Normal,3095.6
CHRDL1,GSM398121,Cancer,1715.77
CHRDL1,GSM398122,Normal,2456.74
CHRDL1,GSM398123,Cancer,598.698
CHRDL1,GSM398124,Normal,2773.57
CHRDL1,GSM398125,Cancer,1504.51
CHRDL1,GSM398126,Normal,4332.99
CHRDL1,GSM398127,Cancer,813.674
CHRDL1,GSM398128,Normal,3987.84
CHRDL1,GSM398129,Cancer,2164.75
CHRDL1,GSM398130,Normal,3498.74
CHRDL1,GSM398131,Cancer,2243.13
CHRDL1,GSM398132,Normal,4662.54
CHRDL1,GSM398133,Cancer,1596.0
CHRDL1,GSM398134,Normal,4105.52
CHRDL1,GSM398135,Cancer,2606.58
CHRDL1,GSM398136,Normal,4683.4
CHRDL1,GSM398137,Cancer,1932.19
CHRDL1,GSM398138,Normal,3761.65
CHRDL1,GSM398139,Cancer,2393.69
CHRDL1,GSM398140,Normal,3730.43
CHRDL1,GSM398141,Cancer,1686.74
CHRDL1,GSM398142,Normal,4389.76
CHRDL1,GSM398143,Cancer,2068.15
CHRDL1,GSM398144,Normal,5092.74
CHRDL1,GSM398145,Cancer,2810.47
CHRDL1,GSM398146,Normal,4353.11
CHRDL1,GSM398147,Cancer,3148.36
CHRDL1,GSM398148,Normal,3976.77
CHRDL1,GSM398149,Cancer,1896.03
CHRDL1,GSM398150,Normal,4288.81
CHRDL1,GSM398151,Cancer,1633.71
CHRDL1,GSM398152,Normal,3372.62
CHRDL1,GSM398153,Cancer,3110.51
CHRDL1,GSM398154,Normal,2701.27
CHRDL1,GSM398155,Cancer,1535.41
CHRDL1,GSM398156,Normal,4983.81
CHRDL1,GSM398157,Cancer,1364.17
CHRDL1,GSM398158,Normal,4056.84
CHRDL1,GSM398159,Cancer,2233.38
CIDEC,GSM398074,Normal,2072.11
CIDEC,GSM398075,Cancer,629.868
CIDEC,GSM398076,Normal,2081.68
CIDEC,GSM398077,Cancer,1917.57
CIDEC,GSM398078,Normal,2427.2
CIDEC,GSM398079,Cancer,1355.86
CIDEC,GSM398080,Normal,3270.77
CIDEC,GSM398081,Cancer,1774.29
CIDEC,GSM398082,Normal,3402.28
CIDEC,GSM398083,Cancer,2414.15
CIDEC,GSM398084,Normal,2639.76
CIDEC,GSM398085,Cancer,1354.75
CIDEC,GSM398086,Normal,1928.31
CIDEC,GSM398087,Cancer,1419.98
CIDEC,GSM398088,Normal,4189.0
CIDEC,GSM398089,Cancer,1222.22
CIDEC,GSM398090,Normal,2954.06
CIDEC,GSM398091,Cancer,854.676
CIDEC,GSM398092,Normal,2863.18
CIDEC,GSM398093,Cancer,1136.31
CIDEC,GSM398094,Normal,3474.49
CIDEC,GSM398095,Cancer,929.48
CIDEC,GSM398096,Normal,2427.29
CIDEC,GSM398097,Cancer,1021.74
CIDEC,GSM398098,Normal,1718.61
CIDEC,GSM398099,Cancer,810.235
CIDEC,GSM398100,Normal,1565.99
CIDEC,GSM398101,Cancer,1119.84
CIDEC,GSM398102,Normal,4164.69
CIDEC,GSM398103,Cancer,754.347
CIDEC,GSM398104,Normal,5203.73
CIDEC,GSM398105,Cancer,834.217
CIDEC,GSM398106,Normal,7032.15
CIDEC,GSM398107,Cancer,795.903
CIDEC,GSM398108,Normal,5127.27
CIDEC,GSM398109,Cancer,3606.2
CIDEC,GSM398110,Normal,8806.22
CIDEC,GSM398111,Cancer,1196.94
CIDEC,GSM398112,Normal,2779.26
CIDEC,GSM398113,Cancer,1209.81
CIDEC,GSM398114,Normal,3081.62
CIDEC,GSM398115,Cancer,2337.2
CIDEC,GSM398116,Normal,4493.81
CIDEC,GSM398117,Cancer,2050.0
CIDEC,GSM398118,Normal,4403.97
CIDEC,GSM398119,Cancer,4842.57
CIDEC,GSM398120,Normal,3376.73
CIDEC,GSM398121,Cancer,1503.36
CIDEC,GSM398122,Normal,3109.28
CIDEC,GSM398123,Cancer,1630.5
CIDEC,GSM398124,Normal,3535.76
CIDEC,GSM398125,Cancer,1452.31
CIDEC,GSM398126,Normal,5504.74
CIDEC,GSM398127,Cancer,1018.02
CIDEC,GSM398128,Normal,8502.88
CIDEC,GSM398129,Cancer,1796.56
CIDEC,GSM398130,Normal,4867.72
CIDEC,GSM398131,Cancer,1849.97
CIDEC,GSM398132,Normal,7514.29
CIDEC,GSM398133,Cancer,2759.37
CIDEC,GSM398134,Normal,4510.28
CIDEC,GSM398135,Cancer,2358.5
CIDEC,GSM398136,Normal,5071.48
CIDEC,GSM398137,Cancer,1027.05
CIDEC,GSM398138,Normal,5052.04
CIDEC,GSM398139,Cancer,2932.25
CIDEC,GSM398140,Normal,6941.09
CIDEC,GSM398141,Cancer,2790.29
CIDEC,GSM398142,Normal,5293.42
CIDEC,GSM398143,Cancer,2011.43
CIDEC,GSM398144,Normal,8709.76
CIDEC,GSM398145,Cancer,1649.99
CIDEC,GSM398146,Normal,7291.41
CIDEC,GSM398147,Cancer,4660.05
CIDEC,GSM398148,Normal,8014.13
CIDEC,GSM398149,Cancer,979.612
CIDEC,GSM398150,Normal,6176.62
CIDEC,GSM398151,Cancer,1365.73
CIDEC,GSM398152,Normal,6373.28
CIDEC,GSM398153,Cancer,4796.74
CIDEC,GSM398154,Normal,6205.82
CIDEC,GSM398155,Cancer,1753.43
CIDEC,GSM398156,Normal,9029.89
CIDEC,GSM398157,Cancer,2291.84
CIDEC,GSM398158,Normal,6932.9
CIDEC,GSM398159,Cancer,2413.53
CIITA,GSM398074,Normal,1809.48
CIITA,GSM398075,Cancer,410.31
CIITA,GSM398076,Normal,2193.72
CIITA,GSM398077,Cancer,277.858
CIITA,GSM398078,Normal,1922.55
CIITA,GSM398079,Cancer,2150.27
CIITA,GSM398080,Normal,2064.49
CIITA,GSM398081,Cancer,1253.86
CIITA,GSM398082,Normal,409.504
CIITA,GSM398083,Cancer,942.067
CIITA,GSM398084,Normal,1235.71
CIITA,GSM398085,Cancer,414.725
CIITA,GSM398086,Normal,685.719
CIITA,GSM398087,Cancer,702.155
CIITA,GSM398088,Normal,2378.57
CIITA,GSM398089,Cancer,1290.23
CIITA,GSM398090,Normal,419.664
CIITA,GSM398091,Cancer,2145.16
CIITA,GSM398092,Normal,1474.59
CIITA,GSM398093,Cancer,282.341
CIITA,GSM398094,Normal,3005.25
CIITA,GSM398095,Cancer,1620.73
CIITA,GSM398096,Normal,2191.16
CIITA,GSM398097,Cancer,1396.23
CIITA,GSM398098,Normal,1235.79
CIITA,GSM398099,Cancer,495.213
CIITA,GSM398100,Normal,2113.94
CIITA,GSM398101,Cancer,1223.42
CIITA,GSM398102,Normal,1482.07
CIITA,GSM398103,Cancer,1350.46
CIITA,GSM398104,Normal,2316.66
CIITA,GSM398105,Cancer,1188.06
CIITA,GSM398106,Normal,2643.99
CIITA,GSM398107,Cancer,1437.39
CIITA,GSM398108,Normal,1853.26
CIITA,GSM398109,Cancer,1065.43
CIITA,GSM398110,Normal,1361.63
CIITA,GSM398111,Cancer,790.05
CIITA,GSM398112,Normal,1561.3
CIITA,GSM398113,Cancer,1025.16
CIITA,GSM398114,Normal,820.928
CIITA,GSM398115,Cancer,933.311
CIITA,GSM398116,Normal,2174.87
CIITA,GSM398117,Cancer,3225.26
CIITA,GSM398118,Normal,2768.96
CIITA,GSM398119,Cancer,2452.79
CIITA,GSM398120,Normal,1240.0
CIITA,GSM398121,Cancer,400.666
CIITA,GSM398122,Normal,1424.71
CIITA,GSM398123,Cancer,1812.74
CIITA,GSM398124,Normal,1689.73
CIITA,GSM398125,Cancer,1624.7
CIITA,GSM398126,Normal,1232.81
CIITA,GSM398127,Cancer,588.302
CIITA,GSM398128,Normal,3502.17
CIITA,GSM398129,Cancer,4233.9
CIITA,GSM398130,Normal,5206.92
CIITA,GSM398131,Cancer,3271.82
CIITA,GSM398132,Normal,3278.07
CIITA,GSM398133,Cancer,3864.27
CIITA,GSM398134,Normal,3797.62
CIITA,GSM398135,Cancer,2990.12
CIITA,GSM398136,Normal,2981.47
CIITA,GSM398137,Cancer,2059.06
CIITA,GSM398138,Normal,3764.01
CIITA,GSM398139,Cancer,2842.23
CIITA,GSM398140,Normal,2629.9
CIITA,GSM398141,Cancer,3475.72
CIITA,GSM398142,Normal,3352.61
CIITA,GSM398143,Cancer,1965.79
CIITA,GSM398144,Normal,953.577
CIITA,GSM398145,Cancer,1014.76
CIITA,GSM398146,Normal,423.868
CIITA,GSM398147,Cancer,2503.55
CIITA,GSM398148,Normal,1720.45
CIITA,GSM398149,Cancer,2338.01
CIITA,GSM398150,Normal,1528.63
CIITA,GSM398151,Cancer,2355.04
CIITA,GSM398152,Normal,3729.3
CIITA,GSM398153,Cancer,4613.69
CIITA,GSM398154,Normal,3815.9
CIITA,GSM398155,Cancer,5822.2
CIITA,GSM398156,Normal,2108.82
CIITA,GSM398157,Cancer,3467.42
CIITA,GSM398158,Normal,544.076
CIITA,GSM398159,Cancer,3959.05
CILP,GSM398074,Normal,1495.72
CILP,GSM398075,Cancer,1015.51
CILP,GSM398076,Normal,1677.38
CILP,GSM398077,Cancer,971.764
CILP,GSM398078,Normal,1753.75
CILP,GSM398079,Cancer,1410.21
CILP,GSM398080,Normal,1962.42
CILP,GSM398081,Cancer,1248.75
CILP,GSM398082,Normal,1292.24
CILP,GSM398083,Cancer,1536.37
CILP,GSM398084,Normal,2319.06
CILP,GSM398085,Cancer,1742.74
CILP,GSM398086,Normal,1396.71
CILP,GSM398087,Cancer,1063.64
CILP,GSM398088,Normal,2138.61
CILP,GSM398089,Cancer,2266.42
CILP,GSM398090,Normal,2216.85
CILP,GSM398091,Cancer,1067.4
CILP,GSM398092,Normal,1791.64
CILP,GSM398093,Cancer,1838.18
CILP,GSM398094,Normal,2233.98
CILP,GSM398095,Cancer,1270.67
CILP,GSM398096,Normal,2020.89
CILP,GSM398097,Cancer,1761.24
CILP,GSM398098,Normal,1250.25
CILP,GSM398099,Cancer,957.886
CILP,GSM398100,Normal,1233.32
CILP,GSM398101,Cancer,982.959
CILP,GSM398102,Normal,2368.15
CILP,GSM398103,Cancer,859.348
CILP,GSM398104,Normal,5458.45
CILP,GSM398105,Cancer,1605.86
CILP,GSM398106,Normal,4047.36
CILP,GSM398107,Cancer,1376.64
CILP,GSM398108,Normal,5757.63
CILP,GSM398109,Cancer,2227.55
CILP,GSM398110,Normal,2442.2
CILP,GSM398111,Cancer,1544.72
CILP,GSM398112,Normal,1616.33
CILP,GSM398113,Cancer,2113.0
CILP,GSM398114,Normal,1683.57
CILP,GSM398115,Cancer,1253.84
CILP,GSM398116,Normal,4132.43
CILP,GSM398117,Cancer,3882.88
CILP,GSM398118,Normal,6529.8
CILP,GSM398119,Cancer,5318.33
CILP,GSM398120,Normal,1871.48
CILP,GSM398121,Cancer,2234.55
CILP,GSM398122,Normal,915.726
CILP,GSM398123,Cancer,1857.99
CILP,GSM398124,Normal,3334.87
CILP,GSM398125,Cancer,1847.28
CILP,GSM398126,Normal,5032.76
CILP,GSM398127,Cancer,3174.99
CILP,GSM398128,Normal,3665.6
CILP,GSM398129,Cancer,3945.28
CILP,GSM398130,Normal,5814.92
CILP,GSM398131,Cancer,7035.46
CILP,GSM398132,Normal,3182.38
CILP,GSM398133,Cancer,3000.68
CILP,GSM398134,Normal,4841.5
CILP,GSM398135,Cancer,2472.61
CILP,GSM398136,Normal,2932.43
CILP,GSM398137,Cancer,7703.03
CILP,GSM398138,Normal,3713.14
CILP,GSM398139,Cancer,4295.28
CILP,GSM398140,Normal,3141.32
CILP,GSM398141,Cancer,2802.71
CILP,GSM398142,Normal,4889.78
CILP,GSM398143,Cancer,2197.44
CILP,GSM398144,Normal,5011.13
CILP,GSM398145,Cancer,2591.71
CILP,GSM398146,Normal,6470.25
CILP,GSM398147,Cancer,3760.74
CILP,GSM398148,Normal,3291.96
CILP,GSM398149,Cancer,2831.66
CILP,GSM398150,Normal,6825.88
CILP,GSM398151,Cancer,2323.33
CILP,GSM398152,Normal,6427.99
CILP,GSM398153,Cancer,4181.68
CILP,GSM398154,Normal,3585.97
CILP,GSM398155,Cancer,5489.84
CILP,GSM398156,Normal,7753.93
CILP,GSM398157,Cancer,5050.82
CILP,GSM398158,Normal,3471.88
CILP,GSM398159,Cancer,3050.18
CIRBP,GSM398074,Normal,2663.06
CIRBP,GSM398075,Cancer,4506.86
CIRBP,GSM398076,Normal,1508.36
CIRBP,GSM398077,Cancer,2161.67
CIRBP,GSM398078,Normal,2092.81
CIRBP,GSM398079,Cancer,1516.34
CIRBP,GSM398080,Normal,1826.87
CIRBP,GSM398081,Cancer,2022.64
CIRBP,GSM398082,Normal,2372.42
CIRBP,GSM398083,Cancer,1427.79
CIRBP,GSM398084,Normal,2363.5
CIRBP,GSM398085,Cancer,1704.89
CIRBP,GSM398086,Normal,2574.5
CIRBP,GSM398087,Cancer,1532.3
CIRBP,GSM398088,Normal,2337.08
CIRBP,GSM398089,Cancer,2490.17
CIRBP,GSM398090,Normal,3682.43
CIRBP,GSM398091,Cancer,3228.31
CIRBP,GSM398092,Normal,2473.22
CIRBP,GSM398093,Cancer,1743.57
CIRBP,GSM398094,Normal,2661.51
CIRBP,GSM398095,Cancer,1663.34
CIRBP,GSM398096,Normal,1862.15
CIRBP,GSM398097,Cancer,952.82
CIRBP,GSM398098,Normal,2189.76
CIRBP,GSM398099,Cancer,1802.04
CIRBP,GSM398100,Normal,1576.59
CIRBP,GSM398101,Cancer,1226.08
CIRBP,GSM398102,Normal,2696.31
CIRBP,GSM398103,Cancer,2746.84
CIRBP,GSM398104,Normal,3968.66
CIRBP,GSM398105,Cancer,1522.24
CIRBP,GSM398106,Normal,3770.05
CIRBP,GSM398107,Cancer,1417.58
CIRBP,GSM398108,Normal,6133.42
CIRBP,GSM398109,Cancer,3579.16
CIRBP,GSM398110,Normal,5411.5
CIRBP,GSM398111,Cancer,1505.6
CIRBP,GSM398112,Normal,3162.49
CIRBP,GSM398113,Cancer,2610.32
